Age,Monthly_Income,Debt_to_Income,Credit_Score,Loan_Amount,Employment_Years,Dependants,Prior_Defaults,Collateral_Value,Credit_Accounts,Utility_Latency,App_Session_Time,Social_Sentiment,Mobile_Data_Use,Ecommerce_Freq,Savings_Score,Community_Score,Night_Activity,Contact_Diversity,Bill_Consistency,Loan_Status
49,9649.18,0.0789,734,17923.37,1.23,0,0,39715.56,9,2.56,59.85,0.0596,26.07,14,35.24,85.48,0.1151,293,0.7867,0
43,4526.96,0.4342,750,20339.82,3.35,2,0,32688.61,13,6.37,87.41,0.3296,13.82,13,88.62,79.41,0.2041,232,0.6947,1
36,3807.31,0.0949,766,7898.86,6.98,1,0,9811.6,7,0.64,104.44,-0.1147,12.12,10,71.28,76.3,0.1714,268,0.826,1
41,4033.09,0.3816,700,12802.72,2.05,1,0,16872.18,11,2.73,62.94,0.176,22.76,9,64.22,85.9,0.3084,295,0.5238,1
43,5393.89,0.1631,683,36973.55,25.58,2,0,117536.65,6,0.71,92.67,0.0483,10.88,8,64.42,52.95,0.3235,261,0.7248,1
34,2957.33,0.2179,662,14980.44,2.84,3,0,26251.16,10,2.69,84.07,0.4681,12.61,4,56.57,71.96,0.1867,258,0.7484,1
42,8793.07,0.4814,685,9476.42,3.08,3,0,18749.38,7,0.02,62.46,0.5934,29.52,15,77.79,78.66,0.0805,254,0.4243,1
21,2280.48,0.6444,470,12029.93,1.53,7,1,16578.06,1,8.48,17.19,-0.6413,1.3,2,14.02,0.0,0.7434,56,0.2045,0
49,9372.5,0.1302,728,58049.27,4.27,2,0,69946.68,5,5.77,62.33,0.7374,9.5,16,74.69,80.33,0.1218,278,0.6665,1
53,4540.84,0.204,609,16791.89,20.25,0,0,42889.18,6,2.3,88.29,0.4545,17.09,15,82.72,76.12,0.0666,283,0.9503,1
45,13947.37,0.1213,732,20090.57,2.52,3,0,48306.21,7,0.27,65.56,0.3837,7.73,10,85.43,86.19,0.119,283,0.8815,1
31,4315.58,0.4376,665,25713.66,8.07,0,0,46699.41,5,1.69,64.55,0.2134,4.05,9,100.0,58.2,0.0947,258,0.9018,1
49,3437.98,0.414,711,25939.9,8.17,2,0,52884.7,4,1.16,110.12,-0.1733,20.19,7,88.11,67.94,0.149,240,0.7544,1
30,3825.29,0.5322,542,65023.31,0.15,2,0,107291.93,2,1.26,6.72,-0.5673,2.4,4,33.33,32.69,0.568,57,0.2454,0
38,4712.28,0.0978,576,12346.69,4.37,3,2,29937.12,4,0.71,73.05,0.3965,25.03,9,54.0,64.81,0.0631,263,0.8143,1
42,5804.26,0.3762,702,36206.77,2.45,2,0,47194.58,7,2.11,81.74,-0.1766,13.58,14,93.45,78.24,0.5261,278,0.7728,1
43,5424.81,0.1479,694,10755.99,30.55,1,0,37563.62,11,1.54,67.0,0.2972,21.95,12,53.76,72.02,0.2122,247,0.709,1
39,4265.79,0.2141,631,33981.73,30.73,3,0,100781.3,6,0.13,77.56,0.2398,11.91,9,78.54,50.36,0.1274,259,0.9243,1
20,1070.58,0.6684,493,40910.48,1.39,3,2,75758.52,1,10.38,16.19,-0.7206,2.27,4,18.24,48.46,0.3317,54,0.2462,0
38,9391.39,0.4468,753,61094.27,11.3,1,0,163281.06,9,1.33,118.76,0.1049,5.73,6,70.07,62.98,0.1036,257,0.5067,1
35,1451.19,0.8069,528,52233.64,0.16,2,2,11699.97,5,1.12,30.91,0.001,3.37,4,13.8,35.73,0.4444,65,0.3855,0
54,8219.79,0.1501,578,20904.6,2.54,1,0,24281.64,6,2.49,75.79,0.258,18.88,10,62.07,79.74,0.5044,246,0.7918,1
53,10139.99,0.0754,467,33245.62,8.87,2,0,62128.1,7,0.3,84.92,-0.0748,6.75,14,57.02,84.83,0.0966,231,0.7284,1
26,2541.46,0.6108,483,27722.12,2.36,4,1,15363.18,1,1.17,2.56,-0.024,7.01,5,24.55,37.23,0.5332,55,0.1392,0
53,5814.95,0.197,631,32414.6,6.45,0,0,30913.11,7,0.14,84.28,0.3838,6.3,14,43.21,97.89,0.0834,246,0.6527,1
27,3377.2,0.3071,508,24157.26,1.5,4,1,28578.56,3,4.54,0.0,-0.3936,3.48,4,36.95,17.99,0.58,74,0.1455,0
31,9481.8,0.2764,676,10232.29,10.45,3,0,14000.19,12,0.59,74.35,0.0016,5.2,4,51.62,75.83,0.2825,273,0.7104,1
38,16521.77,0.1146,811,20725.73,5.37,0,0,28139.23,13,2.51,93.35,0.5072,6.81,10,86.15,86.3,0.1807,249,0.7527,1
22,3940.47,0.6096,547,19719.7,0.1,4,0,33725.07,2,24.51,34.09,-0.3662,2.55,4,35.66,27.84,0.303,59,0.3672,0
44,7732.81,0.1338,580,27710.89,0.72,2,0,73133.52,7,2.74,87.2,0.3545,13.07,12,79.57,56.54,0.1195,255,0.6366,1
38,3363.57,0.2788,601,6850.21,3.03,2,0,11150.32,5,0.81,88.9,0.5016,21.17,15,77.83,99.56,0.1839,284,0.8663,1
38,3626.18,0.0606,793,14971.83,7.0,0,0,29214.27,5,0.55,101.6,0.3087,12.51,12,84.36,92.1,0.2187,269,0.6792,1
36,4752.23,0.6971,406,14396.49,0.91,3,2,20462.57,3,2.2,22.46,-0.1399,2.67,2,13.11,50.17,0.5515,46,0.2418,0
45,6963.06,0.0828,641,20541.5,0.0,1,0,51350.7,3,1.29,83.17,0.557,7.07,16,69.12,83.71,0.1174,268,0.5638,1
34,4796.13,0.8328,331,23595.72,2.11,2,0,15593.29,3,18.62,35.92,-0.2055,5.76,2,16.63,18.09,0.7556,59,0.3692,1
39,11358.1,0.0842,811,20812.78,18.38,2,0,23418.29,8,2.19,87.76,0.7276,9.94,15,65.11,48.72,0.0345,260,0.5891,1
43,9265.99,0.193,686,39341.74,1.0,2,0,144925.03,9,0.29,88.81,0.0089,9.02,14,72.32,89.69,0.2262,261,0.8366,1
41,5352.46,0.2461,717,34900.44,1.06,0,0,29375.24,4,2.61,98.66,0.2693,19.06,17,88.12,56.73,0.1924,249,0.5257,1
39,6073.77,0.0794,462,10723.01,5.24,0,1,19503.68,8,0.61,91.65,0.6175,11.34,15,56.15,79.41,0.1046,285,0.9117,1
28,1468.06,0.346,647,32081.13,19.28,3,0,51501.43,6,0.83,79.23,-0.0638,10.54,10,56.67,69.49,0.1303,259,0.9207,1
28,3845.27,0.05,803,14596.93,2.16,0,0,21177.46,8,3.7,95.38,0.3092,12.22,13,76.77,48.8,0.2385,252,0.6439,1
32,2187.45,0.6733,600,32101.91,0.41,1,1,58987.66,2,6.84,8.16,-0.5344,1.69,3,0.48,30.23,0.6,37,0.0624,0
33,8989.95,0.2114,676,20319.93,11.8,3,1,32945.06,4,2.75,103.04,-0.0023,4.35,13,61.7,67.57,0.1131,220,0.7068,1
40,14427.81,0.3616,582,31546.12,8.62,1,0,86855.32,4,0.13,93.49,0.2298,8.06,11,77.22,97.22,0.2334,279,0.753,1
32,7492.41,0.1488,768,28406.74,16.08,3,0,24607.33,5,5.37,96.39,0.4863,5.4,25,75.37,72.56,0.0344,237,0.4736,1
38,3118.39,0.6114,467,50764.48,0.31,4,0,21728.0,1,1.03,0.0,-0.3984,1.65,5,0.0,27.08,0.8038,59,0.0813,0
35,6175.44,0.3984,671,39582.31,15.8,0,0,54358.34,3,0.18,101.24,0.5031,2.79,10,57.81,88.68,0.1174,250,0.8661,1
35,7175.91,0.1054,750,25720.26,5.02,0,0,88371.83,8,0.95,94.54,0.6126,5.01,11,63.49,94.97,0.2456,262,0.8353,1
36,6804.34,0.1751,695,13619.58,10.94,0,0,18738.19,4,1.24,90.07,0.4516,18.79,10,79.91,52.67,0.0922,255,0.8517,1
42,2420.36,0.7218,452,17699.13,0.3,7,0,14136.96,1,40.86,5.47,-0.364,1.41,0,17.08,16.75,0.6717,61,0.4594,0
39,6660.44,0.3366,589,25251.87,26.4,0,0,56963.89,11,2.94,99.82,0.1541,24.7,6,72.25,74.5,0.0757,269,0.6165,1
41,6682.28,0.1957,713,21928.98,16.08,0,0,19478.52,7,0.75,61.17,0.146,6.65,10,100.0,86.98,0.0599,260,0.9716,1
30,3105.64,0.6683,412,47298.52,3.41,5,3,54918.65,1,14.46,14.0,-0.1536,2.67,3,26.3,33.4,0.7249,59,0.0747,0
46,2862.0,0.3177,656,24965.67,16.26,2,0,27780.37,8,0.59,93.92,0.0841,4.85,14,100.0,85.69,0.3674,286,0.982,1
46,6470.01,0.0769,581,48104.57,1.76,1,0,89238.18,13,0.15,60.07,0.1622,14.35,16,82.24,65.44,0.0834,272,0.8035,1
34,6300.4,0.094,766,14896.93,4.75,2,0,30358.82,7,0.78,102.12,0.3855,32.35,11,100.0,40.16,0.1596,224,0.8221,1
58,6192.08,0.2715,769,10272.16,6.14,1,0,17147.44,10,0.72,74.09,0.1349,8.2,11,64.23,68.13,0.2521,264,0.9117,1
42,6748.81,0.056,581,27626.2,5.91,2,0,17069.73,7,0.63,97.31,-0.1141,20.55,11,69.03,99.35,0.1442,260,0.8561,1
48,3524.25,0.05,624,13182.49,10.75,0,0,22090.34,9,1.39,80.67,0.2758,17.89,13,69.12,62.25,0.3181,250,0.71,1
51,1723.56,0.0871,797,43246.08,22.82,1,0,44572.03,2,7.48,74.55,0.1297,37.38,13,66.44,76.88,0.3446,248,0.3316,1
36,2318.09,0.7018,523,18352.55,1.89,4,1,17027.97,4,32.58,29.84,0.1338,2.77,3,43.67,51.97,0.5289,49,0.1355,0
60,5894.72,0.2461,649,18539.94,20.36,2,0,24654.43,9,2.82,89.19,0.0795,3.45,14,55.12,57.7,0.2012,291,0.5006,1
28,9020.3,0.176,708,16114.04,5.68,1,0,44355.5,10,0.14,107.14,-0.1499,11.53,9,55.09,84.74,0.3259,284,0.8637,1
26,1389.27,0.4008,371,23383.6,0.11,3,2,36128.32,1,5.78,6.04,0.1367,4.73,2,1.41,34.12,0.2577,56,0.3187,0
28,3404.58,0.4832,476,10483.43,2.92,7,3,11091.84,1,1.71,0.0,-0.8017,1.26,1,44.65,23.42,0.6487,42,0.1529,0
50,8550.91,0.1065,722,23925.32,4.74,3,0,34154.47,8,0.96,98.71,0.7532,20.39,8,64.81,72.64,0.3838,251,0.726,1
31,3017.13,0.5898,433,25686.05,0.4,1,0,23661.72,2,6.1,29.2,-0.4511,1.66,5,14.23,36.64,0.5833,56,0.3623,0
48,5464.25,0.2833,598,66245.42,20.8,1,0,298727.15,8,2.54,82.27,0.3194,6.28,14,57.58,81.67,0.1852,257,0.5437,1
20,3031.94,0.7546,383,18934.96,1.31,1,1,19513.8,1,5.8,0.0,-0.4454,0.51,0,5.16,21.74,0.7122,65,0.1392,0
48,17134.47,0.2498,666,38343.38,14.57,1,0,57664.79,12,2.4,95.79,0.0831,11.09,10,90.51,77.42,0.2083,273,0.7638,1
29,2842.65,0.4979,462,35410.97,0.37,3,0,25757.86,3,7.17,36.85,-0.031,4.43,2,7.73,27.05,0.6271,57,0.416,0
27,2639.93,0.5994,474,11231.04,1.12,1,1,9390.65,4,39.59,0.0,-0.6169,5.62,3,29.57,45.62,0.4415,62,0.2112,0
51,8293.48,0.2314,768,18698.21,3.52,0,0,28805.68,10,0.21,81.85,0.4947,35.69,15,74.08,93.83,0.1177,264,0.6835,1
40,5984.79,0.05,694,15847.44,3.02,0,0,15080.15,7,0.68,88.62,0.1683,15.92,19,81.73,61.39,0.5126,273,0.6777,1
23,937.7,0.6616,495,36755.06,2.29,6,1,14307.33,1,14.37,21.58,-0.0768,1.27,0,15.47,23.07,0.5874,46,0.1017,0
28,3101.99,0.8551,507,40513.11,0.81,6,1,77266.18,3,4.04,0.0,-0.4685,7.8,4,27.97,26.38,0.5389,50,0.0252,0
45,7038.38,0.1503,817,23428.97,2.48,1,0,46092.95,10,3.32,85.01,0.1469,17.25,11,72.19,56.51,0.1091,247,0.6078,1
34,2356.74,0.3504,600,23899.86,9.01,1,0,42953.24,5,1.47,53.75,0.1325,6.25,9,53.89,69.43,0.3337,247,0.804,1
63,4021.07,0.4273,688,23359.49,8.55,1,0,26573.33,11,1.47,59.27,-0.2821,9.08,18,86.13,86.73,0.2036,279,0.5175,1
44,7042.91,0.0759,748,39512.07,9.5,1,0,57297.69,6,0.97,99.4,0.5668,29.68,12,70.18,49.47,0.1598,308,0.6369,1
51,3100.88,0.05,708,19802.63,9.74,1,0,48725.08,5,1.07,79.54,0.4529,22.75,8,86.73,78.16,0.1878,261,0.8964,1
37,4995.65,0.089,594,14158.05,8.29,1,0,27244.4,10,2.3,102.59,0.6492,15.35,10,77.68,73.67,0.0534,248,0.8056,1
34,8536.15,0.05,850,10368.62,0.24,1,0,17037.41,10,0.14,97.27,0.7409,32.1,8,64.71,74.11,0.2235,275,0.5558,1
38,5454.64,0.2334,727,24674.65,11.82,1,0,54349.07,10,1.25,55.08,0.5016,25.16,13,93.7,89.29,0.1717,284,0.7464,1
46,4167.96,0.1004,731,20205.03,1.18,1,0,33409.87,2,0.74,95.09,0.3174,14.55,12,88.4,54.89,0.3181,258,0.6686,1
41,7236.46,0.05,746,23315.62,2.4,0,0,52461.12,7,0.25,88.63,0.1815,13.44,15,54.49,73.05,0.4033,281,0.8944,1
38,11673.54,0.1583,642,31266.35,6.75,0,0,78624.6,6,2.68,107.5,-0.0438,29.26,11,100.0,68.32,0.1471,241,0.6418,1
58,6040.14,0.105,757,27623.92,7.28,0,0,97243.65,4,1.18,118.96,0.9166,29.97,16,81.04,58.41,0.1887,287,0.9338,1
44,4831.85,0.2296,744,26544.06,4.32,0,0,56253.56,4,1.06,67.8,0.6278,13.19,9,47.47,85.68,0.129,254,0.7145,1
42,6991.85,0.1203,604,23200.16,8.86,0,0,66300.98,5,0.84,74.45,0.1908,16.42,9,62.2,85.39,0.2931,240,0.7311,1
32,6645.38,0.05,656,27906.32,1.64,3,0,34555.91,9,1.8,104.86,0.8553,25.03,13,94.17,49.57,0.0768,256,0.9278,1
41,10436.8,0.2998,602,10841.97,6.42,1,0,14525.97,4,1.15,58.85,0.6791,22.95,11,100.0,90.11,0.2601,267,0.5129,1
54,5270.02,0.3303,457,23952.93,1.16,1,0,36337.48,7,1.52,80.06,-0.0322,15.55,12,64.54,82.16,0.1209,266,0.4824,1
52,11341.78,0.2852,686,9547.3,9.03,0,0,12928.61,5,0.88,96.78,0.1304,19.89,14,68.29,100.0,0.1611,274,0.9472,1
37,6540.08,0.1126,624,31619.69,1.33,1,0,105449.58,11,0.94,101.59,0.4763,4.67,9,62.11,62.9,0.2865,246,0.7563,1
49,7224.98,0.1618,707,18804.5,6.44,3,0,35253.1,7,4.63,91.57,0.0536,9.03,10,81.83,76.0,0.0514,248,0.8832,1
60,12095.06,0.293,710,12268.72,14.5,1,0,22295.77,4,0.16,80.56,0.5952,20.73,8,100.0,83.05,0.1881,246,0.9015,1
25,1544.33,0.4601,499,47352.52,0.37,4,0,30888.35,2,38.21,9.0,-0.2356,3.3,3,18.73,32.5,0.4401,55,0.1557,0
50,10688.75,0.1053,771,14823.93,8.72,0,0,59662.16,7,0.59,104.78,0.2508,25.98,15,63.92,75.3,0.2583,263,0.443,1
49,7240.34,0.1324,660,19654.43,12.1,0,0,37778.98,11,0.26,79.76,0.7466,22.38,13,85.83,90.53,0.1801,256,0.6168,1
39,9006.17,0.3225,640,20068.89,1.87,1,0,39987.23,6,0.37,93.77,-0.0688,9.61,9,90.68,84.88,0.1196,247,0.4335,1
45,1895.38,0.1743,742,15469.54,40.0,0,0,9294.3,8,0.99,79.18,0.3443,10.71,10,55.46,84.5,0.4286,250,0.5636,1
42,4206.33,0.1991,633,90000.0,3.14,0,0,284415.02,14,1.86,58.39,0.5759,13.94,19,46.59,72.4,0.031,268,0.4149,1
42,10694.08,0.3776,693,30463.16,2.26,2,0,49624.32,7,0.52,102.76,-0.0667,17.47,8,72.82,88.59,0.1658,250,0.8003,1
53,4986.41,0.2718,664,10256.9,2.64,0,0,14941.8,8,0.59,88.99,0.9815,15.78,11,82.17,66.69,0.1492,254,0.9094,1
41,2770.72,0.3418,781,15039.67,6.07,1,0,40206.58,2,0.97,56.83,0.7572,13.98,4,45.77,64.71,0.0435,256,0.9501,1
35,9780.9,0.3119,616,17912.98,13.39,2,0,57747.48,5,0.4,40.74,0.2394,11.96,7,77.48,87.85,0.2937,263,0.6591,1
37,2998.13,0.1015,705,20081.66,14.35,0,0,10996.05,13,2.48,94.46,-0.3576,13.55,7,81.54,78.97,0.0421,231,0.8586,1
48,2393.27,0.0744,654,24621.07,13.64,1,0,84066.36,1,0.83,78.1,0.5333,19.48,12,78.6,68.99,0.2099,267,0.6491,1
39,10880.3,0.0863,729,35990.33,9.91,2,0,56531.75,7,0.35,64.71,0.2725,22.29,10,70.95,84.35,0.3071,264,0.6929,1
39,9267.07,0.2224,593,31981.99,11.63,2,0,31611.53,7,1.36,82.08,0.3536,10.48,9,87.58,59.77,0.0503,274,0.7225,1
45,8757.11,0.1069,610,16942.33,1.65,1,0,53679.5,8,1.33,78.39,0.5341,17.75,12,54.5,49.11,0.0582,258,0.7182,1
36,2380.81,0.5647,513,9132.51,0.97,2,2,14677.78,5,3.95,50.13,-0.4287,1.65,0,11.29,21.74,0.7941,52,0.4582,0
54,6113.84,0.2676,763,16950.94,9.43,0,0,31244.04,5,0.7,62.84,0.1423,12.27,9,65.09,83.98,0.3087,245,0.7674,1
52,8884.19,0.301,614,11183.88,7.68,0,0,25632.84,5,0.49,85.63,0.246,10.67,11,99.21,85.15,0.0621,257,0.8884,1
43,5271.76,0.1468,678,25356.53,7.06,3,0,35597.11,14,0.37,85.77,0.2604,10.7,11,80.44,65.53,0.0845,268,0.8362,1
42,7552.17,0.4248,723,20579.76,22.97,1,0,28678.05,6,0.62,79.43,0.7952,11.24,8,85.28,67.78,0.1374,276,0.963,1
41,1466.88,0.4723,461,13063.74,0.12,1,1,8730.65,1,3.41,0.0,-0.0629,2.54,4,20.22,12.16,0.7736,54,0.3367,0
56,6138.9,0.1521,586,25814.23,14.25,2,0,61042.59,9,1.64,96.84,0.4535,12.64,14,86.3,96.57,0.2877,246,0.7907,1
46,4038.26,0.0537,765,32047.33,9.41,2,0,51257.13,6,0.31,96.3,-0.0795,19.27,12,54.32,88.31,0.3111,227,0.8164,1
46,5124.73,0.1146,637,11443.01,4.97,1,0,13864.37,11,0.91,76.21,0.0155,10.11,6,38.72,82.59,0.4497,265,0.8437,1
34,2619.86,0.6012,392,10271.95,7.46,3,0,8106.32,2,6.21,6.99,-0.3739,4.47,1,30.1,49.57,0.596,61,0.3056,0
36,5180.78,0.2322,769,25503.69,1.75,0,0,45878.03,10,1.73,103.42,0.2483,9.49,18,79.86,69.02,0.0385,254,0.7341,1
42,2978.68,0.1526,782,8018.44,40.0,1,0,13888.79,2,0.35,47.65,0.5529,38.66,14,72.56,100.0,0.2514,246,0.6046,1
38,4387.89,0.2262,690,21083.02,8.08,2,0,52283.91,7,0.65,109.71,0.6008,3.92,14,52.21,37.15,0.2926,237,0.7513,1
40,10265.16,0.05,782,49069.67,3.19,2,0,174369.33,8,0.78,79.77,0.3942,13.55,10,80.11,75.72,0.2818,248,0.6381,1
42,3543.85,0.1918,850,15171.78,9.56,2,0,15828.53,5,0.67,88.01,0.8378,8.29,13,64.9,84.21,0.2562,241,0.7784,0
53,3638.0,0.5911,718,21064.24,4.34,1,0,50451.43,4,1.12,116.27,0.6321,7.71,16,71.38,38.38,0.7566,280,0.8563,1
44,3110.73,0.2189,684,14334.83,3.63,2,0,49893.34,6,2.69,56.57,0.3909,8.68,14,38.8,53.1,0.2921,274,0.825,1
66,7104.93,0.1254,848,18763.86,17.17,2,0,17208.81,10,2.22,71.25,0.059,13.17,12,74.28,83.46,0.1072,262,0.5785,1
52,2040.25,0.0614,694,30175.31,7.11,0,0,45009.82,10,1.52,60.32,0.2094,14.19,12,57.21,65.82,0.1659,289,0.7679,1
41,13769.53,0.2078,773,10516.11,0.93,1,0,37699.46,5,1.45,62.37,0.0244,16.37,7,97.38,65.91,0.0484,205,0.5617,1
30,6076.11,0.3995,623,9224.79,6.54,1,0,29529.35,5,1.44,43.23,0.2787,12.74,11,70.38,56.41,0.1735,236,0.5481,1
28,3917.31,0.1676,681,25710.1,6.12,1,0,22577.91,5,0.28,91.51,-0.0982,4.23,12,77.7,49.31,0.1756,262,0.6059,1
49,10401.8,0.2628,691,36230.31,10.21,0,1,38816.0,8,0.99,60.93,0.3108,14.77,17,65.58,63.92,0.1042,248,0.9207,1
24,1337.74,0.4954,506,26650.93,1.33,2,0,30259.44,1,0.74,4.92,-0.6075,10.98,2,0.0,0.0,0.4812,58,0.1572,0
52,15739.15,0.3347,717,20084.32,7.17,0,0,19443.95,6,1.33,120.86,0.3665,5.78,18,78.93,78.29,0.276,265,0.8689,1
41,7059.21,0.2338,705,28985.86,14.02,1,0,49740.73,9,0.96,87.54,0.0544,15.81,7,89.14,84.95,0.0281,251,0.7888,1
23,2699.59,0.8929,369,29563.31,1.37,0,1,29237.09,4,0.9,16.84,-0.3435,11.39,1,7.59,25.11,0.6365,61,0.3434,0
39,11500.25,0.2558,694,14968.17,6.54,3,0,24761.72,6,1.59,78.49,0.0141,35.79,10,77.52,69.83,0.1237,244,0.8271,1
63,5576.52,0.05,784,45875.57,9.99,0,1,104056.83,6,0.4,93.39,0.0422,6.35,12,87.75,100.0,0.126,280,0.9194,1
47,6925.29,0.0613,630,28962.87,3.22,0,0,73717.48,4,0.85,75.81,0.1277,18.36,13,84.02,90.99,0.2184,257,0.6859,1
18,1351.87,0.545,348,15763.68,4.26,1,0,26075.97,1,1.16,31.05,-0.2255,3.55,1,20.02,34.73,0.3789,58,0.0384,0
41,3612.01,0.1347,614,21252.02,7.22,0,0,11538.38,9,0.31,68.51,0.2277,11.96,15,63.72,77.9,0.2349,245,0.4274,1
40,3744.1,0.2023,559,32330.12,6.69,0,0,37522.5,13,1.02,86.87,-0.1597,19.83,13,64.04,89.39,0.373,250,0.4739,1
52,17740.81,0.05,639,21464.24,1.32,1,0,44158.05,12,1.78,95.16,0.0242,12.89,13,70.71,60.6,0.414,262,0.673,1
34,1617.52,0.5531,375,15695.7,7.16,3,2,23192.33,2,9.07,0.0,-0.3904,1.03,0,23.71,26.53,0.4251,54,0.0768,0
38,7120.83,0.2499,688,43515.85,1.37,0,0,107227.04,9,2.44,93.52,-0.1471,17.39,18,65.09,37.7,0.1058,266,0.8599,1
57,5822.3,0.0562,676,19278.13,15.31,2,0,54652.06,5,0.32,88.28,0.9039,42.96,10,58.49,100.0,0.5603,289,0.8948,1
19,859.49,0.8495,447,20692.88,0.34,3,0,40041.45,1,5.28,4.55,-0.3922,7.48,3,21.4,10.7,0.9133,54,0.1589,1
42,8811.34,0.2246,657,46912.24,11.38,0,0,173148.51,6,0.26,77.37,0.474,13.02,16,67.31,55.23,0.1452,262,0.2945,1
41,2426.5,0.0996,511,49384.49,3.4,1,0,52679.72,9,0.17,99.49,0.1459,12.2,14,75.25,83.66,0.1874,264,0.7474,1
31,10723.59,0.2037,660,31307.38,21.27,0,0,89779.89,5,4.31,78.97,0.019,18.47,12,98.16,77.7,0.2914,295,0.6952,1
37,7377.88,0.2811,684,7279.85,40.0,2,0,19810.53,13,0.56,75.61,0.2294,9.09,15,100.0,35.87,0.1347,251,0.6552,1
56,2665.37,0.3094,638,24361.63,5.73,1,0,37403.59,6,0.18,75.89,0.399,14.11,14,56.87,95.72,0.15,273,0.8869,1
48,7781.74,0.2731,641,14438.61,0.28,0,0,23721.17,5,1.08,122.22,0.0135,9.53,18,94.1,55.7,0.1674,288,0.6524,1
47,13728.65,0.1664,723,14372.04,3.39,1,0,38638.49,9,0.91,65.04,0.1673,18.83,9,70.2,85.61,0.2223,237,0.6384,1
50,3682.63,0.222,593,12062.24,3.69,1,0,44171.73,9,0.2,71.99,-0.0157,20.5,9,56.21,72.65,0.1566,263,0.7362,1
42,8748.98,0.05,657,42939.88,11.26,3,0,34498.6,6,4.33,96.42,0.2979,8.93,14,70.76,89.72,0.2452,238,0.8662,1
44,1556.72,0.3506,660,47524.86,32.71,0,0,85617.82,9,6.36,74.63,0.373,20.41,13,92.7,33.15,0.1449,276,0.4184,1
40,13194.68,0.05,698,47574.58,15.78,1,0,64264.49,7,0.4,71.33,0.5784,4.38,10,99.7,63.76,0.3567,254,0.7375,1
30,3336.6,0.578,453,15966.39,1.1,1,0,11102.16,1,23.58,8.47,-0.5557,2.73,1,5.35,24.05,0.3952,56,0.0323,0
49,9512.94,0.2978,660,31063.08,19.83,2,0,95613.58,7,0.38,97.31,0.3945,9.0,14,42.12,72.19,0.3914,250,0.9031,1
54,2306.15,0.1668,576,52789.51,28.49,1,0,210167.59,5,4.89,99.2,0.2448,5.98,17,38.62,96.79,0.1408,283,0.8358,1
57,5893.21,0.1401,652,18519.29,2.64,2,0,35747.9,7,0.24,81.4,0.0554,20.27,11,69.53,100.0,0.2014,239,0.8381,1
37,2714.78,0.5947,447,30682.28,0.49,4,0,14263.29,2,13.01,0.26,0.0592,1.94,0,28.75,22.03,0.5521,66,0.1192,0
55,4869.43,0.05,684,22142.28,39.99,1,0,22638.01,7,2.16,111.78,0.6019,10.83,11,89.52,64.54,0.0513,246,0.4455,1
33,1175.63,0.4846,427,28875.0,1.03,5,1,49880.73,2,0.89,38.09,-0.1564,0.81,2,31.16,14.27,0.3482,40,0.3127,0
45,2495.7,0.2035,624,17485.5,6.68,2,0,43841.79,8,0.16,96.14,-0.1962,20.31,11,55.74,69.38,0.1641,253,0.8434,1
34,1541.91,0.5725,500,25704.38,0.2,4,1,21670.01,3,15.37,40.83,-0.2107,3.13,2,28.33,7.86,0.4049,56,0.5686,0
47,3322.9,0.131,717,34967.65,1.42,3,0,108528.67,15,2.76,78.16,0.7997,15.64,16,41.33,54.92,0.1459,257,0.7686,1
49,4638.36,0.2881,641,11341.75,8.58,0,0,15215.89,6,0.19,70.94,0.1741,14.8,20,72.31,86.58,0.0894,242,0.8344,1
41,2483.23,0.4549,441,20330.24,0.88,7,0,24720.28,3,1.89,20.85,-0.066,3.81,0,36.32,6.99,0.7489,73,0.1355,1
38,18199.21,0.2318,699,11475.83,8.43,1,0,24986.51,7,1.45,94.92,0.4572,20.62,20,62.99,65.99,0.2271,266,0.8007,1
45,17976.15,0.1223,802,18914.59,2.38,1,0,94572.93,10,0.55,64.89,0.5006,22.08,22,91.06,73.52,0.2761,241,0.8514,1
39,7718.68,0.1774,784,30073.05,1.79,0,1,64324.09,8,0.79,90.21,0.47,22.42,11,48.84,58.23,0.0809,269,0.8125,1
55,6189.32,0.3634,555,17878.74,0.34,1,0,53944.38,9,5.78,24.25,0.222,5.25,13,66.46,87.41,0.2807,270,0.9939,1
60,1864.57,0.1294,831,25904.79,4.2,1,0,38245.72,4,1.59,71.4,0.2917,7.0,15,93.12,74.69,0.0865,253,0.6879,1
38,4236.44,0.05,801,13591.04,16.11,1,0,32177.74,4,1.45,111.64,0.1793,10.54,18,22.93,56.51,0.255,249,0.9016,1
34,2770.97,0.174,622,31377.27,3.77,1,0,40405.78,5,0.58,94.94,0.7077,2.78,14,47.96,100.0,0.3024,241,0.8282,1
37,4898.15,0.1486,628,77827.85,15.77,0,0,187115.07,5,0.29,107.48,0.2583,18.87,15,72.73,61.15,0.1877,250,0.7359,1
39,8157.85,0.1352,703,10661.46,1.27,1,0,9388.69,7,0.61,98.87,0.2833,11.47,8,79.9,72.02,0.433,261,0.7004,1
56,7398.96,0.2003,714,46194.61,4.19,0,0,54919.45,10,3.73,67.24,-0.2339,17.02,9,35.3,57.46,0.0884,261,0.7067,1
47,4429.33,0.607,813,35870.41,7.43,1,0,64608.54,5,0.63,76.34,-0.0467,4.11,15,66.86,50.15,0.068,262,0.6974,1
